match_id,isResult,h,a,goals,home_xg,datetime,forecast,season,source
16386,True,"{'id': '87', 'title': 'Liverpool', 'short_title': 'LIV'}","{'id': '92', 'title': 'Burnley', 'short_title': 'BUR'}","{'h': '2', 'a': '0'}","{'h': '2.63945', 'a': '0.690464'}",2021-08-21 11:30:00,"{'w': '0.8118', 'd': '0.1329', 'l': '0.0553'}",2021-22,understat_league
16387,True,"{'id': '88', 'title': 'Manchester City', 'short_title': 'MCI'}","{'id': '79', 'title': 'Norwich', 'short_title': 'NOR'}","{'h': '5', 'a': '0'}","{'h': '2.43928', 'a': '0.0250088'}",2021-08-21 14:00:00,"{'w': '0.9626', 'd': '0.0367', 'l': '0.0007'}",2021-22,understat_league
16388,True,"{'id': '71', 'title': 'Aston Villa', 'short_title': 'AVL'}","{'id': '86', 'title': 'Newcastle United', 'short_title': 'NEW'}","{'h': '2', 'a': '0'}","{'h': '1.18426', 'a': '0.63163'}",2021-08-21 14:00:00,"{'w': '0.5426', 'd': '0.3163', 'l': '0.1411'}",2021-22,understat_league
16389,True,"{'id': '78', 'title': 'Crystal Palace', 'short_title': 'CRY'}","{'id': '244', 'title': 'Brentford', 'short_title': 'BRE'}","{'h': '0', 'a': '0'}","{'h': '0.606313', 'a': '0.712439'}",2021-08-21 14:00:00,"{'w': '0.2744', 'd': '0.3907', 'l': '0.3349'}",2021-22,understat_league
16390,True,"{'id': '245', 'title': 'Leeds', 'short_title': 'LED'}","{'id': '72', 'title': 'Everton', 'short_title': 'EVE'}","{'h': '2', 'a': '2'}","{'h': '0.966093', 'a': '1.85713'}",2021-08-21 14:00:00,"{'w': '0.1373', 'd': '0.232', 'l': '0.6307'}",2021-22,understat_league
16391,True,"{'id': '220', 'title': 'Brighton', 'short_title': 'BRI'}","{'id': '90', 'title': 'Watford', 'short_title': 'WAT'}","{'h': '2', 'a': '0'}","{'h': '1.77896', 'a': '0.407224'}",2021-08-21 16:30:00,"{'w': '0.7795', 'd': '0.1682', 'l': '0.0523'}",2021-22,understat_league
16392,True,"{'id': '74', 'title': 'Southampton', 'short_title': 'SOU'}","{'id': '89', 'title': 'Manchester United', 'short_title': 'MUN'}","{'h': '1', 'a': '1'}","{'h': '0.587526', 'a': '2.26173'}",2021-08-22 13:00:00,"{'w': '0.0446', 'd': '0.1431', 'l': '0.8123'}",2021-22,understat_league
16393,True,"{'id': '229', 'title': 'Wolverhampton Wanderers', 'short_title': 'WOL'}","{'id': '82', 'title': 'Tottenham', 'short_title': 'TOT'}","{'h': '0', 'a': '1'}","{'h': '1.51127', 'a': '1.72636'}",2021-08-22 13:00:00,"{'w': '0.2871', 'd': '0.276', 'l': '0.4369'}",2021-22,understat_league
16394,True,"{'id': '83', 'title': 'Arsenal', 'short_title': 'ARS'}","{'id': '80', 'title': 'Chelsea', 'short_title': 'CHE'}","{'h': '0', 'a': '2'}","{'h': '0.630099', 'a': '3.64132'}",2021-08-22 15:30:00,"{'w': '0.0088', 'd': '0.0395', 'l': '0.9517'}",2021-22,understat_league
16395,True,"{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}","{'id': '75', 'title': 'Leicester', 'short_title': 'LEI'}","{'h': '4', 'a': '1'}","{'h': '2.28613', 'a': '0.62676'}",2021-08-23 19:00:00,"{'w': '0.7776', 'd': '0.1655', 'l': '0.0569'}",2021-22,understat_league
16396,True,"{'id': '88', 'title': 'Manchester City', 'short_title': 'MCI'}","{'id': '83', 'title': 'Arsenal', 'short_title': 'ARS'}","{'h': '5', 'a': '0'}","{'h': '4.47273', 'a': '0.116805'}",2021-08-28 11:30:00,"{'w': '0.9943', 'd': '0.0054', 'l': '0.0003'}",2021-22,understat_league
16397,True,"{'id': '86', 'title': 'Newcastle United', 'short_title': 'NEW'}","{'id': '74', 'title': 'Southampton', 'short_title': 'SOU'}","{'h': '2', 'a': '2'}","{'h': '1.19077', 'a': '3.46036'}",2021-08-28 14:00:00,"{'w': '0.0173', 'd': '0.0763', 'l': '0.9064'}",2021-22,understat_league
16398,True,"{'id': '79', 'title': 'Norwich', 'short_title': 'NOR'}","{'id': '75', 'title': 'Leicester', 'short_title': 'LEI'}","{'h': '1', 'a': '2'}","{'h': '1.44084', 'a': '1.27371'}",2021-08-28 14:00:00,"{'w': '0.3977', 'd': '0.309', 'l': '0.2933'}",2021-22,understat_league
16399,True,"{'id': '71', 'title': 'Aston Villa', 'short_title': 'AVL'}","{'id': '244', 'title': 'Brentford', 'short_title': 'BRE'}","{'h': '1', 'a': '1'}","{'h': '0.431464', 'a': '1.13312'}",2021-08-28 14:00:00,"{'w': '0.1214', 'd': '0.3143', 'l': '0.5643'}",2021-22,understat_league
16400,True,"{'id': '220', 'title': 'Brighton', 'short_title': 'BRI'}","{'id': '72', 'title': 'Everton', 'short_title': 'EVE'}","{'h': '0', 'a': '2'}","{'h': '0.701622', 'a': '1.54868'}",2021-08-28 14:00:00,"{'w': '0.1307', 'd': '0.2493', 'l': '0.62'}",2021-22,understat_league
16401,True,"{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}","{'id': '78', 'title': 'Crystal Palace', 'short_title': 'CRY'}","{'h': '2', 'a': '2'}","{'h': '1.44748', 'a': '1.67658'}",2021-08-28 14:00:00,"{'w': '0.2841', 'd': '0.2824', 'l': '0.4335'}",2021-22,understat_league
16402,True,"{'id': '87', 'title': 'Liverpool', 'short_title': 'LIV'}","{'id': '80', 'title': 'Chelsea', 'short_title': 'CHE'}","{'h': '1', 'a': '1'}","{'h': '2.08462', 'a': '0.573638'}",2021-08-28 16:30:00,"{'w': '0.7743', 'd': '0.1646', 'l': '0.0611'}",2021-22,understat_league
16403,True,"{'id': '92', 'title': 'Burnley', 'short_title': 'BUR'}","{'id': '245', 'title': 'Leeds', 'short_title': 'LED'}","{'h': '1', 'a': '1'}","{'h': '1.71102', 'a': '1.52078'}",2021-08-29 13:00:00,"{'w': '0.3969', 'd': '0.3278', 'l': '0.2753'}",2021-22,understat_league
16404,True,"{'id': '82', 'title': 'Tottenham', 'short_title': 'TOT'}","{'id': '90', 'title': 'Watford', 'short_title': 'WAT'}","{'h': '1', 'a': '0'}","{'h': '0.920963', 'a': '0.596016'}",2021-08-29 13:00:00,"{'w': '0.4144', 'd': '0.361', 'l': '0.2246'}",2021-22,understat_league
16405,True,"{'id': '229', 'title': 'Wolverhampton Wanderers', 'short_title': 'WOL'}","{'id': '89', 'title': 'Manchester United', 'short_title': 'MUN'}","{'h': '0', 'a': '1'}","{'h': '1.79575', 'a': '0.944083'}",2021-08-29 15:30:00,"{'w': '0.6025', 'd': '0.267', 'l': '0.1305'}",2021-22,understat_league
16406,True,"{'id': '78', 'title': 'Crystal Palace', 'short_title': 'CRY'}","{'id': '82', 'title': 'Tottenham', 'short_title': 'TOT'}","{'h': '3', 'a': '0'}","{'h': '2.89372', 'a': '0.0775646'}",2021-09-11 11:30:00,"{'w': '0.9872', 'd': '0.012', 'l': '0.0008'}",2021-22,understat_league
16407,True,"{'id': '83', 'title': 'Arsenal', 'short_title': 'ARS'}","{'id': '79', 'title': 'Norwich', 'short_title': 'NOR'}","{'h': '1', 'a': '0'}","{'h': '2.68515', 'a': '0.577292'}",2021-09-11 14:00:00,"{'w': '0.8611', 'd': '0.1008', 'l': '0.0381'}",2021-22,understat_league
16408,True,"{'id': '244', 'title': 'Brentford', 'short_title': 'BRE'}","{'id': '220', 'title': 'Brighton', 'short_title': 'BRI'}","{'h': '0', 'a': '1'}","{'h': '0.729786', 'a': '0.287902'}",2021-09-11 14:00:00,"{'w': '0.4446', 'd': '0.4316', 'l': '0.1238'}",2021-22,understat_league
16409,True,"{'id': '75', 'title': 'Leicester', 'short_title': 'LEI'}","{'id': '88', 'title': 'Manchester City', 'short_title': 'MCI'}","{'h': '0', 'a': '1'}","{'h': '0.8001', 'a': '2.75058'}",2021-09-11 14:00:00,"{'w': '0.0524', 'd': '0.1247', 'l': '0.8229'}",2021-22,understat_league
16410,True,"{'id': '89', 'title': 'Manchester United', 'short_title': 'MUN'}","{'id': '86', 'title': 'Newcastle United', 'short_title': 'NEW'}","{'h': '4', 'a': '1'}","{'h': '2.77326', 'a': '0.622042'}",2021-09-11 14:00:00,"{'w': '0.8917', 'd': '0.0845', 'l': '0.0238'}",2021-22,understat_league
16411,True,"{'id': '74', 'title': 'Southampton', 'short_title': 'SOU'}","{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}","{'h': '0', 'a': '0'}","{'h': '0.692135', 'a': '0.725407'}",2021-09-11 14:00:00,"{'w': '0.306', 'd': '0.3717', 'l': '0.3223'}",2021-22,understat_league
16412,True,"{'id': '90', 'title': 'Watford', 'short_title': 'WAT'}","{'id': '229', 'title': 'Wolverhampton Wanderers', 'short_title': 'WOL'}","{'h': '0', 'a': '2'}","{'h': '0.185407', 'a': '2.55922'}",2021-09-11 14:00:00,"{'w': '0.0034', 'd': '0.033', 'l': '0.9636'}",2021-22,understat_league
16413,True,"{'id': '80', 'title': 'Chelsea', 'short_title': 'CHE'}","{'id': '71', 'title': 'Aston Villa', 'short_title': 'AVL'}","{'h': '3', 'a': '0'}","{'h': '1.22153', 'a': '1.17349'}",2021-09-11 16:30:00,"{'w': '0.3501', 'd': '0.3138', 'l': '0.3361'}",2021-22,understat_league
16414,True,"{'id': '245', 'title': 'Leeds', 'short_title': 'LED'}","{'id': '87', 'title': 'Liverpool', 'short_title': 'LIV'}","{'h': '0', 'a': '3'}","{'h': '0.652514', 'a': '4.4016'}",2021-09-12 15:30:00,"{'w': '0.0071', 'd': '0.024', 'l': '0.9689'}",2021-22,understat_league
16415,True,"{'id': '72', 'title': 'Everton', 'short_title': 'EVE'}","{'id': '92', 'title': 'Burnley', 'short_title': 'BUR'}","{'h': '3', 'a': '1'}","{'h': '1.80386', 'a': '1.82061'}",2021-09-13 19:00:00,"{'w': '0.3516', 'd': '0.2706', 'l': '0.3778'}",2021-22,understat_league
16416,True,"{'id': '86', 'title': 'Newcastle United', 'short_title': 'NEW'}","{'id': '245', 'title': 'Leeds', 'short_title': 'LED'}","{'h': '1', 'a': '1'}","{'h': '1.17668', 'a': '1.42995'}",2021-09-17 19:00:00,"{'w': '0.2984', 'd': '0.2732', 'l': '0.4284'}",2021-22,understat_league
16417,True,"{'id': '229', 'title': 'Wolverhampton Wanderers', 'short_title': 'WOL'}","{'id': '244', 'title': 'Brentford', 'short_title': 'BRE'}","{'h': '0', 'a': '2'}","{'h': '1.02316', 'a': '2.32741'}",2021-09-18 11:30:00,"{'w': '0.0763', 'd': '0.1796', 'l': '0.7441'}",2021-22,understat_league
16418,True,"{'id': '79', 'title': 'Norwich', 'short_title': 'NOR'}","{'id': '90', 'title': 'Watford', 'short_title': 'WAT'}","{'h': '1', 'a': '3'}","{'h': '0.782665', 'a': '2.42487'}",2021-09-18 14:00:00,"{'w': '0.068', 'd': '0.1477', 'l': '0.7843'}",2021-22,understat_league
16419,True,"{'id': '92', 'title': 'Burnley', 'short_title': 'BUR'}","{'id': '83', 'title': 'Arsenal', 'short_title': 'ARS'}","{'h': '0', 'a': '1'}","{'h': '0.775574', 'a': '1.09928'}",2021-09-18 14:00:00,"{'w': '0.2331', 'd': '0.3205', 'l': '0.4464'}",2021-22,understat_league
16420,True,"{'id': '87', 'title': 'Liverpool', 'short_title': 'LIV'}","{'id': '78', 'title': 'Crystal Palace', 'short_title': 'CRY'}","{'h': '3', 'a': '0'}","{'h': '2.76793', 'a': '0.644168'}",2021-09-18 14:00:00,"{'w': '0.8783', 'd': '0.088', 'l': '0.0337'}",2021-22,understat_league
16421,True,"{'id': '88', 'title': 'Manchester City', 'short_title': 'MCI'}","{'id': '74', 'title': 'Southampton', 'short_title': 'SOU'}","{'h': '0', 'a': '0'}","{'h': '1.22451', 'a': '0.490923'}",2021-09-18 14:00:00,"{'w': '0.5597', 'd': '0.297', 'l': '0.1433'}",2021-22,understat_league
16422,True,"{'id': '71', 'title': 'Aston Villa', 'short_title': 'AVL'}","{'id': '72', 'title': 'Everton', 'short_title': 'EVE'}","{'h': '3', 'a': '0'}","{'h': '0.777716', 'a': '0.755035'}",2021-09-18 16:30:00,"{'w': '0.3236', 'd': '0.365', 'l': '0.3114'}",2021-22,understat_league
16423,True,"{'id': '220', 'title': 'Brighton', 'short_title': 'BRI'}","{'id': '75', 'title': 'Leicester', 'short_title': 'LEI'}","{'h': '2', 'a': '1'}","{'h': '1.47438', 'a': '1.25373'}",2021-09-19 13:00:00,"{'w': '0.4099', 'd': '0.3102', 'l': '0.2799'}",2021-22,understat_league
16424,True,"{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}","{'id': '89', 'title': 'Manchester United', 'short_title': 'MUN'}","{'h': '1', 'a': '2'}","{'h': '1.6671', 'a': '1.8954'}",2021-09-19 13:00:00,"{'w': '0.2947', 'd': '0.3001', 'l': '0.4052'}",2021-22,understat_league
16425,True,"{'id': '82', 'title': 'Tottenham', 'short_title': 'TOT'}","{'id': '80', 'title': 'Chelsea', 'short_title': 'CHE'}","{'h': '0', 'a': '3'}","{'h': '0.70567', 'a': '2.5869'}",2021-09-19 15:30:00,"{'w': '0.0491', 'd': '0.1287', 'l': '0.8222'}",2021-22,understat_league
16426,True,"{'id': '80', 'title': 'Chelsea', 'short_title': 'CHE'}","{'id': '88', 'title': 'Manchester City', 'short_title': 'MCI'}","{'h': '0', 'a': '1'}","{'h': '0.194202', 'a': '1.69244'}",2021-09-25 11:30:00,"{'w': '0.0287', 'd': '0.1742', 'l': '0.7971'}",2021-22,understat_league
16431,True,"{'id': '89', 'title': 'Manchester United', 'short_title': 'MUN'}","{'id': '71', 'title': 'Aston Villa', 'short_title': 'AVL'}","{'h': '0', 'a': '1'}","{'h': '1.9251', 'a': '1.57249'}",2021-09-25 11:30:00,"{'w': '0.4531', 'd': '0.2656', 'l': '0.2813'}",2021-22,understat_league
16427,True,"{'id': '90', 'title': 'Watford', 'short_title': 'WAT'}","{'id': '86', 'title': 'Newcastle United', 'short_title': 'NEW'}","{'h': '1', 'a': '1'}","{'h': '0.904061', 'a': '2.52338'}",2021-09-25 14:00:00,"{'w': '0.0863', 'd': '0.1454', 'l': '0.7683'}",2021-22,understat_league
16428,True,"{'id': '72', 'title': 'Everton', 'short_title': 'EVE'}","{'id': '79', 'title': 'Norwich', 'short_title': 'NOR'}","{'h': '2', 'a': '0'}","{'h': '2.26681', 'a': '0.800903'}",2021-09-25 14:00:00,"{'w': '0.7957', 'd': '0.1591', 'l': '0.0452'}",2021-22,understat_league
16429,True,"{'id': '245', 'title': 'Leeds', 'short_title': 'LED'}","{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}","{'h': '1', 'a': '2'}","{'h': '1.1967', 'a': '1.98962'}",2021-09-25 14:00:00,"{'w': '0.1991', 'd': '0.2264', 'l': '0.5745'}",2021-22,understat_league
16430,True,"{'id': '75', 'title': 'Leicester', 'short_title': 'LEI'}","{'id': '92', 'title': 'Burnley', 'short_title': 'BUR'}","{'h': '2', 'a': '2'}","{'h': '2.16233', 'a': '0.428866'}",2021-09-25 14:00:00,"{'w': '0.8072', 'd': '0.1483', 'l': '0.0445'}",2021-22,understat_league
16432,True,"{'id': '244', 'title': 'Brentford', 'short_title': 'BRE'}","{'id': '87', 'title': 'Liverpool', 'short_title': 'LIV'}","{'h': '3', 'a': '3'}","{'h': '2.94058', 'a': '2.25736'}",2021-09-25 16:30:00,"{'w': '0.552', 'd': '0.2087', 'l': '0.2393'}",2021-22,understat_league
16433,True,"{'id': '74', 'title': 'Southampton', 'short_title': 'SOU'}","{'id': '229', 'title': 'Wolverhampton Wanderers', 'short_title': 'WOL'}","{'h': '0', 'a': '1'}","{'h': '0.909342', 'a': '0.909833'}",2021-09-26 13:00:00,"{'w': '0.3238', 'd': '0.3319', 'l': '0.3443'}",2021-22,understat_league
16434,True,"{'id': '83', 'title': 'Arsenal', 'short_title': 'ARS'}","{'id': '82', 'title': 'Tottenham', 'short_title': 'TOT'}","{'h': '3', 'a': '1'}","{'h': '1.44499', 'a': '0.980166'}",2021-09-26 15:30:00,"{'w': '0.4985', 'd': '0.2844', 'l': '0.2171'}",2021-22,understat_league
16435,True,"{'id': '78', 'title': 'Crystal Palace', 'short_title': 'CRY'}","{'id': '220', 'title': 'Brighton', 'short_title': 'BRI'}","{'h': '1', 'a': '1'}","{'h': '1.36836', 'a': '0.649566'}",2021-09-27 19:00:00,"{'w': '0.5996', 'd': '0.2765', 'l': '0.1239'}",2021-22,understat_league
16442,True,"{'id': '89', 'title': 'Manchester United', 'short_title': 'MUN'}","{'id': '72', 'title': 'Everton', 'short_title': 'EVE'}","{'h': '1', 'a': '1'}","{'h': '1.0496', 'a': '1.32211'}",2021-10-02 11:30:00,"{'w': '0.2749', 'd': '0.2983', 'l': '0.4268'}",2021-22,understat_league
16437,True,"{'id': '92', 'title': 'Burnley', 'short_title': 'BUR'}","{'id': '79', 'title': 'Norwich', 'short_title': 'NOR'}","{'h': '0', 'a': '0'}","{'h': '0.584725', 'a': '0.673617'}",2021-10-02 14:00:00,"{'w': '0.2597', 'd': '0.406', 'l': '0.3343'}",2021-22,understat_league
16438,True,"{'id': '80', 'title': 'Chelsea', 'short_title': 'CHE'}","{'id': '74', 'title': 'Southampton', 'short_title': 'SOU'}","{'h': '3', 'a': '1'}","{'h': '3.79243', 'a': '1.52634'}",2021-10-02 14:00:00,"{'w': '0.8747', 'd': '0.096', 'l': '0.0293'}",2021-22,understat_league
16440,True,"{'id': '245', 'title': 'Leeds', 'short_title': 'LED'}","{'id': '90', 'title': 'Watford', 'short_title': 'WAT'}","{'h': '1', 'a': '0'}","{'h': '1.57388', 'a': '0.192794'}",2021-10-02 14:00:00,"{'w': '0.775', 'd': '0.1878', 'l': '0.0372'}",2021-22,understat_league
16445,True,"{'id': '229', 'title': 'Wolverhampton Wanderers', 'short_title': 'WOL'}","{'id': '86', 'title': 'Newcastle United', 'short_title': 'NEW'}","{'h': '2', 'a': '1'}","{'h': '1.15849', 'a': '0.865217'}",2021-10-02 14:00:00,"{'w': '0.4258', 'd': '0.3526', 'l': '0.2216'}",2021-22,understat_league
16436,True,"{'id': '220', 'title': 'Brighton', 'short_title': 'BRI'}","{'id': '83', 'title': 'Arsenal', 'short_title': 'ARS'}","{'h': '0', 'a': '0'}","{'h': '1.11551', 'a': '0.36431'}",2021-10-02 16:30:00,"{'w': '0.5517', 'd': '0.3319', 'l': '0.1164'}",2021-22,understat_league
16439,True,"{'id': '78', 'title': 'Crystal Palace', 'short_title': 'CRY'}","{'id': '75', 'title': 'Leicester', 'short_title': 'LEI'}","{'h': '2', 'a': '2'}","{'h': '1.1703', 'a': '1.04322'}",2021-10-03 13:00:00,"{'w': '0.369', 'd': '0.3054', 'l': '0.3256'}",2021-22,understat_league
16443,True,"{'id': '82', 'title': 'Tottenham', 'short_title': 'TOT'}","{'id': '71', 'title': 'Aston Villa', 'short_title': 'AVL'}","{'h': '2', 'a': '1'}","{'h': '1.78187', 'a': '1.07395'}",2021-10-03 13:00:00,"{'w': '0.5459', 'd': '0.2622', 'l': '0.1919'}",2021-22,understat_league
16444,True,"{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}","{'id': '244', 'title': 'Brentford', 'short_title': 'BRE'}","{'h': '1', 'a': '2'}","{'h': '1.37258', 'a': '1.30098'}",2021-10-03 13:00:00,"{'w': '0.3646', 'd': '0.291', 'l': '0.3444'}",2021-22,understat_league
16441,True,"{'id': '87', 'title': 'Liverpool', 'short_title': 'LIV'}","{'id': '88', 'title': 'Manchester City', 'short_title': 'MCI'}","{'h': '2', 'a': '2'}","{'h': '0.949368', 'a': '1.04319'}",2021-10-03 15:30:00,"{'w': '0.3183', 'd': '0.3225', 'l': '0.3592'}",2021-22,understat_league
16455,True,"{'id': '90', 'title': 'Watford', 'short_title': 'WAT'}","{'id': '87', 'title': 'Liverpool', 'short_title': 'LIV'}","{'h': '0', 'a': '5'}","{'h': '0.302302', 'a': '3.65553'}",2021-10-16 11:30:00,"{'w': '0.0022', 'd': '0.0123', 'l': '0.9855'}",2021-22,understat_league
16447,True,"{'id': '71', 'title': 'Aston Villa', 'short_title': 'AVL'}","{'id': '229', 'title': 'Wolverhampton Wanderers', 'short_title': 'WOL'}","{'h': '2', 'a': '3'}","{'h': '1.21276', 'a': '2.19633'}",2021-10-16 14:00:00,"{'w': '0.1447', 'd': '0.2184', 'l': '0.6369'}",2021-22,understat_league
16450,True,"{'id': '75', 'title': 'Leicester', 'short_title': 'LEI'}","{'id': '89', 'title': 'Manchester United', 'short_title': 'MUN'}","{'h': '4', 'a': '2'}","{'h': '2.96611', 'a': '1.02494'}",2021-10-16 14:00:00,"{'w': '0.8373', 'd': '0.1119', 'l': '0.0508'}",2021-22,understat_league
16451,True,"{'id': '88', 'title': 'Manchester City', 'short_title': 'MCI'}","{'id': '92', 'title': 'Burnley', 'short_title': 'BUR'}","{'h': '2', 'a': '0'}","{'h': '2.15712', 'a': '1.07719'}",2021-10-16 14:00:00,"{'w': '0.6665', 'd': '0.2235', 'l': '0.11'}",2021-22,understat_league
16453,True,"{'id': '79', 'title': 'Norwich', 'short_title': 'NOR'}","{'id': '220', 'title': 'Brighton', 'short_title': 'BRI'}","{'h': '0', 'a': '0'}","{'h': '1.16088', 'a': '1.17572'}",2021-10-16 14:00:00,"{'w': '0.3239', 'd': '0.3312', 'l': '0.3449'}",2021-22,understat_league
16454,True,"{'id': '74', 'title': 'Southampton', 'short_title': 'SOU'}","{'id': '245', 'title': 'Leeds', 'short_title': 'LED'}","{'h': '1', 'a': '0'}","{'h': '1.83082', 'a': '0.446173'}",2021-10-16 14:00:00,"{'w': '0.7596', 'd': '0.1866', 'l': '0.0538'}",2021-22,understat_league
16448,True,"{'id': '244', 'title': 'Brentford', 'short_title': 'BRE'}","{'id': '80', 'title': 'Chelsea', 'short_title': 'CHE'}","{'h': '0', 'a': '1'}","{'h': '1.62169', 'a': '0.248256'}",2021-10-16 16:30:00,"{'w': '0.7703', 'd': '0.1904', 'l': '0.0393'}",2021-22,understat_league
16449,True,"{'id': '72', 'title': 'Everton', 'short_title': 'EVE'}","{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}","{'h': '0', 'a': '1'}","{'h': '0.854165', 'a': '2.03034'}",2021-10-17 13:00:00,"{'w': '0.1082', 'd': '0.1977', 'l': '0.6941'}",2021-22,understat_league
16452,True,"{'id': '86', 'title': 'Newcastle United', 'short_title': 'NEW'}","{'id': '82', 'title': 'Tottenham', 'short_title': 'TOT'}","{'h': '2', 'a': '3'}","{'h': '0.645658', 'a': '1.55008'}",2021-10-17 15:30:00,"{'w': '0.1015', 'd': '0.2551', 'l': '0.6434'}",2021-22,understat_league
16446,True,"{'id': '83', 'title': 'Arsenal', 'short_title': 'ARS'}","{'id': '78', 'title': 'Crystal Palace', 'short_title': 'CRY'}","{'h': '2', 'a': '2'}","{'h': '1.7436', 'a': '0.492239'}",2021-10-18 19:00:00,"{'w': '0.7347', 'd': '0.193', 'l': '0.0723'}",2021-22,understat_league
16456,True,"{'id': '83', 'title': 'Arsenal', 'short_title': 'ARS'}","{'id': '71', 'title': 'Aston Villa', 'short_title': 'AVL'}","{'h': '3', 'a': '1'}","{'h': '3.4984', 'a': '1.41088'}",2021-10-22 19:00:00,"{'w': '0.8436', 'd': '0.1087', 'l': '0.0477'}",2021-22,understat_league
16459,True,"{'id': '80', 'title': 'Chelsea', 'short_title': 'CHE'}","{'id': '79', 'title': 'Norwich', 'short_title': 'NOR'}","{'h': '7', 'a': '0'}","{'h': '3.10509', 'a': '0.267429'}",2021-10-23 11:30:00,"{'w': '0.9608', 'd': '0.0353', 'l': '0.0039'}",2021-22,understat_league
16460,True,"{'id': '78', 'title': 'Crystal Palace', 'short_title': 'CRY'}","{'id': '86', 'title': 'Newcastle United', 'short_title': 'NEW'}","{'h': '1', 'a': '1'}","{'h': '2.25588', 'a': '0.721813'}",2021-10-23 14:00:00,"{'w': '0.7766', 'd': '0.1673', 'l': '0.0561'}",2021-22,understat_league
16461,True,"{'id': '72', 'title': 'Everton', 'short_title': 'EVE'}","{'id': '90', 'title': 'Watford', 'short_title': 'WAT'}","{'h': '2', 'a': '5'}","{'h': '1.84089', 'a': '3.10344'}",2021-10-23 14:00:00,"{'w': '0.1422', 'd': '0.1764', 'l': '0.6814'}",2021-22,understat_league
